2235,2021
2129,2021
2477,2018
2371,2020
2441,2018
2335,2019
2406,2019
327,2010
293,2010
120,2011
533,2008
498,2008
462,2008
1336,2004
602,2007
567,2007
224,2010
85,2009
703,2006
259,2009
737,2004
364,2008
2092,2019
915,2001
880,2001
845,2001
1085,1999
984,1999
949,2000
1537,1998
1503,1998
1469,1998
1189,1998
1155,1998
1120,1998
1572,1997
1224,1998
1607,1997
1363,1996
1708,1996
1778,1994
1744,1995
1813,1994
1950,1992
1848,1994
1986,1991
2164,1987
2234,1986
2198,1987
2405,1985
2441,1985
2128,1987
2370,1985
2335,1985
2092,1987
2616,1981
2475,1983
2580,1982
293,1976
258,1976
224,1976
362,1975
327,1975
533,1973
498,1973
602,1971
567,1973
120,1975
85,1975
737,1969
464,1972
846,1965
703,1970
949,1965
915,1965
880,1965
984,1964
1607,1962
1571,1963
1537,1963
1502,1963
1468,1964
1189,1963
1154,1963
1120,1964
1085,1964
1224,1963
1813,1959
1778,1959
1744,1960
1708,1960
1363,1961
1949,1957
1985,1956
2198,1952
2128,1952
2579,1947
2369,1949
2403,1949
2614,1946
2475,1949
2439,1948
2333,1949
327,1940
258,1941
224,1941
362,1940
566,1937
533,1938
497,1938
463,1938
120,1941
85,1941
737,1935
702,1936
915,1931
879,1932
845,1931
603,1936
984,1930
949,1931
1120,1929
1085,1929
1536,1928
1502,1929
1468,1928
1606,1928
1571,1928
1363,1927
1326,1927
1708,1926
1812,1925
1777,1925
1743,1926
1847,1924
1948,1923
1984,1922
2577,1912
2332,1916
2614,1911
2438,1914
2402,1914
2368,1914
2473,1913
258,1906
224,1906
327,1905
293,1906
2089,1916
567,1902
532,1903
602,1902
363,1904
120,1906
85,1905
703,1901
455,1894
736,1899
914,1896
880,1896
845,1896
984,1895
949,1895
1501,1894
1467,1894
1153,1894
1119,1894
1084,1895
1571,1893
1536,1894
1223,1893
1188,1894
1606,1892
1326,1893
1742,1891
1706,1891
1776,1890
1812,1889
1947,1888
1846,1889
1984,1887
2126,1883
2091,1883
2196,1882
2402,1880
2367,1880
2332,1881
2161,1882
2437,1879
2576,1877
2230,1880
2612,1876
2472,1879
293,1872
258,1872
363,1870
328,1871
121,1872
566,1868
533,1869
85,1871
601,1867
702,1867
225,1871
737,1866
455,1860
915,1861
879,1862
845,1862
984,1861
949,1861
1535,1859
1500,1860
1466,1860
1084,1861
1569,1860
1325,1859
1219,1859
1154,1860
1119,1860
1188,1859
1742,1856
1706,1857
1776,1856
1811,1855
1846,1854
1946,1853
1983,1852
2125,1848
2195,1847
2367,1845
2230,1846
2436,1844
2471,1843
2401,1844
2575,1842
2611,1840
2330,1844
258,1836
327,1836
293,1836
224,1836
362,1835
463,1834
567,1833
532,1834
602,1832
265,1827
844,1828
915,1827
879,1828
983,1826
949,1826
1569,1824
1535,1824
1500,1824
1466,1825
1604,1824
1154,1825
1119,1825
1084,1825
1188,1825
1741,1821
1706,1822
1845,1820
1810,1820
1775,1821
2124,1814
2229,1812
2193,1813
2435,1810
2470,1809
2159,1812
2086,1813
2400,1809
258,1802
224,1803
327,1802
293,1802
463,1800
362,1801
121,1802
567,1799
533,1799
602,1798
702,1798
87,1802
737,1797
845,1793
879,1794
983,1791
948,1792
914,1793
1118,1790
1084,1791
1465,1790
1188,1790
1153,1790
1499,1790
1222,1789
1569,1789
1534,1789
1809,1786
1774,1786
1740,1787
1705,1787
1844,1785
1603,1788
1945,1784
1980,1782
2123,1778
2158,1778
2435,1774
2400,1775
2365,1775
2227,1776
2192,1777
2085,1779
2573,1773
2608,1772
2468,1774
225,1769
328,1767
294,1768
259,1768
498,1765
463,1765
122,1767
86,1767
567,1764
533,1764
602,1763
702,1763
364,1766
737,1762
914,1758
879,1758
844,1759
983,1756
948,1758
1848,1753
1464,1756
1187,1756
1153,1756
1118,1755
1083,1756
1533,1755
1500,1756
1569,1754
1222,1755
1740,1752
1705,1753
1604,1753
1809,1751
1773,1751
1944,1749
1980,1748
2157,1743
2122,1744
2227,1742
2364,1741
2572,1739
2192,1743
2327,1741
2086,1743
225,1734
2607,1737
327,1733
294,1733
258,1734
363,1732
87,1734
498,1731
122,1733
566,1730
533,1731
463,1731
602,1729
737,1727
914,1723
879,1723
844,1724
702,1727
983,1722
948,1722
1117,1722
1568,1720
1499,1721
1463,1721
1152,1722
1082,1722
1221,1720
1773,1716
1739,1717
1704,1717
1808,1715
1841,1714
1944,1714
1602,1718
1979,1713
2086,1709
2192,1708
2156,1709
2363,1706
2226,1707
2121,1708
2571,1703
2432,1705
2397,1705
2606,1702
2466,1704
2326,1705
293,1698
258,1698
225,1699
363,1697
328,1697
82,1695
498,1696
463,1696
122,1698
601,1694
566,1695
532,1696
737,1692
913,1689
878,1690
702,1693
982,1688
948,1688
844,1690
1082,1687
1498,1686
1463,1686
1567,1685
1532,1685
1704,1684
1601,1684
1187,1686
1739,1683
1221,1685
1808,1682
1772,1682
1842,1681
1943,1680
1978,1679
2225,1673
2190,1674
2155,1674
2362,1672
2431,1670
2395,1672
2120,1674
2569,1670
2466,1670
2605,1668
328,1663
259,1664
226,1665
2325,1671
363,1663
294,1664
533,1661
497,1662
463,1662
122,1663
86,1664
602,1660
566,1661
701,1660
736,1658
912,1655
878,1655
983,1652
1152,1651
1117,1652
1497,1651
1463,1652
1186,1650
1532,1651
1221,1650
1701,1648
1601,1649
1771,1646
1737,1647
1806,1646
1978,1644
1841,1646
2120,1639
2154,1639
2225,1638
2190,1639
2394,1636
2568,1634
2464,1635
2603,1633
2430,1635
226,1630
294,1630
259,1630
364,1629
328,1629
498,1627
463,1627
533,1626
2082,1639
602,1626
566,1626
913,1620
843,1621
983,1619
948,1620
878,1620
1082,1617
1186,1617
1151,1617
1117,1617
1220,1616
1701,1614
1771,1613
1736,1613
1806,1612
1840,1611
2119,1606
2189,1605
2153,1605
2324,1602
2393,1601
2223,1603
2358,1601
2081,1605
259,1595
225,1596
2463,1600
363,1594
328,1594
294,1594
497,1592
463,1593
122,1595
532,1592
87,1595
566,1591
700,1590
601,1590
735,1589
913,1586
947,1585
844,1586
982,1585
878,1585
1082,1583
2326,1566
1186,1582
1151,1582
1117,1582
1700,1578
1770,1579
1805,1578
1735,1578
1600,1579
1566,1579
1840,1577
1976,1575
2119,1571
2188,1570
2222,1569
2393,1567
2358,1567
2463,1566
2152,1570
2566,1565
2081,1569
294,1560
259,1561
225,1561
2601,1564
2428,1566
497,1559
463,1559
328,1560
533,1558
364,1559
122,1560
601,1557
566,1558
87,1560
879,1552
1495,1548
1460,1549
1530,1548
1770,1544
1736,1545
1701,1546
1805,1544
1839,1543
2152,1536
2358,1533
2115,1531
2462,1531
2427,1531
2565,1531
2186,1534
2600,1529
2322,1532
2079,1536
2391,1531
2220,1533
226,1527
906,1522
328,1525
294,1526
260,1526
463,1524
363,1525
123,1525
600,1522
566,1522
532,1523
497,1523
87,1525
913,1516
878,1517
946,1516
843,1517
982,1515
1115,1514
1081,1513
1495,1513
1460,1513
1185,1512
1150,1514
1220,1512
1700,1510
1804,1509
1769,1509
1838,1508
1735,1509
2081,1502
2117,1502
1974,1505
2220,1500
2356,1498
2426,1497
2391,1498
2186,1500
2460,1497
2564,1497
2150,1500
2599,1495
2320,1498
226,1493
364,1491
328,1491
294,1492
260,1492
532,1490
497,1490
463,1490
123,1491
566,1489
601,1488
87,1492
1115,1481
1082,1479
1495,1479
1460,1481
1150,1480
1529,1478
1597,1478
1563,1478
1699,1475
1769,1476
1734,1475
1836,1473
1803,1474
2150,1467
2116,1468
2219,1465
2185,1466
2390,1463
2355,1463
2425,1463
2563,1461
2459,1462
2597,1460
227,1458
364,1457
329,1457
295,1457
260,1458
2319,1462
532,1454
497,1455
463,1456
87,1458
600,1454
566,1454
123,1456
913,1448
877,1448
844,1448
982,1447
947,1448
1116,1445
1081,1445
1494,1445
1459,1445
1219,1444
1149,1444
2422,1433
1563,1444
1530,1445
1766,1440
1733,1441
1698,1440
1802,1439
1836,1439
1973,1437
2150,1433
2319,1430
2388,1429
2458,1428
2115,1433
2562,1427
2183,1431
2213,1428
2596,1426
227,1425
2357,1433
2077,1433
260,1424
837,1420
364,1422
329,1423
295,1424
498,1421
463,1422
601,1420
566,1421
532,1421
844,1414
877,1414
946,1414
1458,1410
1562,1410
1493,1409
1080,1411
1528,1411
1148,1409
1114,1409
1697,1407
1835,1405
1802,1406
1767,1406
1733,1406
2114,1398
2217,1397
2183,1397
2353,1395
2457,1394
2147,1396
227,1390
2316,1394
2076,1398
329,1388
260,1389
497,1386
295,1389
2387,1393
532,1386
463,1387
123,1388
600,1385
566,1386
364,1388
87,1389
912,1379
877,1380
843,1380
946,1378
981,1378
1080,1377
1115,1376
1218,1375
1696,1373
1356,1375
1732,1372
1596,1374
1527,1374
1493,1375
1458,1375
1800,1371
1765,1371
1562,1374
1834,1371
1937,1369
1971,1368
2146,1363
2113,1364
2352,1361
2386,1361
2560,1358
2075,1365
226,1356
2215,1362
2180,1362
329,1355
295,1355
260,1356
364,1355
2316,1361
532,1353
497,1353
463,1353
88,1356
2594,1357
566,1352
854,1348
123,1355
843,1346
877,1345
945,1345
911,1345
1115,1343
1080,1343
980,1345
1493,1342
1596,1340
1562,1341
1527,1341
1695,1338
1765,1337
1834,1337
1800,1337
1731,1337
2113,1330
2215,1328
1970,1333
1933,1332
2559,1324
2075,1330
227,1322
2593,1322
2179,1327
329,1320
260,1321
463,1319
364,1320
295,1321
566,1318
532,1318
497,1319
124,1320
88,1321
1458,1310
1079,1308
1525,1306
1114,1307
1695,1304
1594,1305
1560,1305
1799,1303
1764,1303
1730,1303
1833,1303
2075,1297
2112,1296
2144,1296
2214,1295
2179,1296
2557,1290
2592,1289
227,1288
261,1287
463,1285
364,1286
329,1286
295,1286
566,1284
532,1284
498,1284
123,1286
2314,1290
601,1283
88,1287
877,1277
912,1276
842,1278
945,1276
980,1275
1078,1273
1695,1270
1113,1272
1730,1269
1594,1271
1560,1271
1525,1271
1491,1272
1456,1273
1355,1268
1764,1269
1799,1269
1934,1266
1833,1267
2144,1261
2110,1261
2213,1259
2556,1256
2591,1254
2178,1259
260,1253
227,1254
364,1252
296,1252
2384,1262
2352,1257
497,1250
463,1251
329,1252
123,1251
88,1253
2314,1260
532,1249
601,1249
566,1249
700,1247
734,1246
1113,1240
1079,1240
1490,1238
1558,1238
1523,1238
1319,1238
1182,1239
1694,1236
1354,1236
1799,1235
1729,1236
1763,1235
1832,1234
1934,1232
1968,1232
2110,1228
2144,1227
2178,1226
2381,1224
2416,1224
2348,1224
2212,1226
2556,1222
2590,1220
2306,1227
227,1219
364,1218
295,1218
261,1219
497,1217
463,1217
532,1216
328,1218
600,1215
566,1215
876,1208
980,1208
1455,1206
910,1208
1078,1205
944,1206
1112,1204
1181,1203
1694,1202
1559,1203
1523,1203
1490,1204
1763,1201
1728,1201
1593,1202
1798,1200
1832,1199
2071,1196
2142,1193
2211,1191
2177,1191
2347,1189
2312,1190
2416,1188
2381,1189
227,1186
295,1184
260,1185
1072,1180
463,1183
364,1184
532,1182
497,1182
328,1184
124,1184
565,1182
89,1184
700,1180
735,1178
841,1176
910,1174
875,1175
944,1174
1455,1170
1181,1172
1147,1171
1693,1168
1216,1171
1113,1172
1523,1169
1592,1169
1558,1169
1797,1167
1762,1167
1728,1168
1830,1166
1932,1164
1967,1163
2141,1158
2108,1159
2211,1157
2176,1158
2345,1156
2380,1156
2415,1155
2553,1153
2588,1152
260,1150
227,1151
364,1149
295,1150
463,1148
329,1149
124,1150
89,1150
566,1147
532,1148
498,1148
2310,1154
601,1146
700,1145
735,1144
944,1139
910,1140
875,1139
840,1140
1316,1135
1692,1134
1592,1134
1564,1129
1761,1132
1727,1132
1830,1131
1796,1131
1931,1130
1966,1129
2106,1125
2141,1124
2209,1123
2176,1123
2345,1121
2310,1122
2380,1121
2415,1120
2552,1119
260,1117
227,1117
364,1116
329,1117
295,1117
2587,1118
533,1115
498,1115
463,1115
566,1114
123,1116
601,1114
89,1117
700,1111
1356,1106
735,1110
875,1107
840,1108
943,1106
909,1107
1078,1104
1112,1104
1315,1101
1181,1103
1145,1103
1692,1100
1352,1100
1215,1102
1727,1099
1761,1099
1528,1095
1494,1095
1563,1094
1830,1097
1796,1098
1931,1095
1966,1094
2105,1091
2209,1089
2175,1090
2139,1090
2343,1086
2309,1087
2379,1086
2413,1085
227,1083
2551,1084
296,1082
260,1082
2586,1083
364,1082
329,1082
89,1083
463,1080
124,1082
497,1080
531,1079
700,1078
601,1079
566,1079
840,1073
735,1076
909,1072
874,1073
943,1072
1077,1070
1316,1068
1145,1069
1112,1070
1352,1067
1180,1067
1691,1065
1760,1065
1726,1065
1214,1068
1795,1064
1930,1062
1830,1063
1965,1060
2104,1057
2174,1056
2139,1056
2207,1055
2343,1053
2309,1054
2413,1052
2378,1052
2550,1051
2447,1051
261,1049
227,1050
2584,1050
364,1048
329,1049
295,1049
124,1049
90,1050
497,1046
463,1047
532,1046
601,1045
566,1046
700,1044
735,1043
840,1040
909,1040
874,1040
943,1039
1111,1035
1318,1038
1077,1036
1453,1035
1144,1035
1590,1032
1556,1033
1521,1033
1488,1033
1351,1034
1179,1034
1691,1031
1795,1030
1760,1030
1725,1030
1829,1029
1929,1027
1964,1026
2138,1022
2103,1022
2173,1021
2207,1020
2342,1019
2307,1020
2412,1017
2377,1018
2549,1016
2446,1016
260,1015
227,1015
2583,1015
296,1014
364,1014
329,1014
463,1013
566,1011
532,1012
497,1012
600,1010
840,1006
874,1005
908,1005
942,1004
1452,1000
1076,1003
1487,1000
1111,1002
1589,998
1555,999
1521,999
1214,1000
1179,1000
1145,1001
1690,998
1828,994
1759,996
1794,995
1725,996
2102,989
2137,988
2206,987
2172,987
2306,986
2068,989
2376,984
2341,985
2410,984
2445,983
329,981
295,981
261,982
227,982
364,981
90,982
124,981
532,978
498,979
565,978
908,971
875,971
942,969
1110,968
1076,969
1315,967
1178,967
1144,967
1487,966
1452,967
1520,966
1213,966
1588,965
1555,965
1758,962
1724,962
1690,963
1793,961
1828,960
1928,959
1963,958
2102,955
2205,953
2171,953
2136,954
2306,951
2409,949
2375,950
2340,950
2444,948
867,944
261,947
227,948
2547,948
329,946
295,947
89,948
364,946
463,945
124,946
532,944
497,944
2582,947
1356,932
699,942
566,943
735,941
600,943
874,937
942,936
908,937
839,938
1076,934
1317,936
1110,934
1451,932
1178,933
1144,933
1519,931
1486,932
1212,932
1723,929
1689,930
1588,930
1554,931
1792,928
1758,929
1826,928
1927,926
1962,924
2101,921
2135,920
2204,919
2170,920
2304,918
2339,917
2374,916
2545,915
2443,915
2408,915
261,915
228,915
89,915
328,914
296,914
2581,915
532,911
498,911
463,912
124,913
600,910
565,911
1352,904
699,908
734,907
839,905
873,904
941,902
907,904
976,902
1313,900
1110,901
1075,901
1143,899
1519,897
1451,898
1212,898
1688,895
1588,896
1554,896
1486,897
1178,899
1757,894
1722,895
1826,893
1792,893
1926,892
2100,887
1962,889
2134,886
2203,885
2169,886
2338,883
2304,884
2373,882
2407,881
2545,880
2442,880
292,876
261,880
227,880
90,881
2579,880
364,879
124,879
498,877
463,877
600,875
566,876
532,877
700,875
734,874
839,871
941,869
907,870
872,870
975,869
2063,858
1075,867
1450,865
1143,866
1110,866
1518,864
1211,865
1177,865
1587,863
1553,863
1485,864
1791,860
1721,861
1687,862
1756,861
1826,859
1926,858
1960,857
2099,853
2133,853
259,849
2202,851
2168,852
2303,850
2372,849
2337,849
2407,848
227,847
2544,846
2442,847
329,845
124,846
90,847
2578,845
364,845
601,842
498,843
463,843
566,842
531,842
699,841
734,841
839,837
940,835
906,835
873,836
975,834
1074,833
1143,832
1109,832
1450,831
1313,831
1553,829
1518,829
1484,830
1177,831
1587,828
1211,831
1687,827
1790,826
1755,826
1721,826
1824,825
1925,824
1959,823
2132,818
2097,819
2201,817
2166,818
2062,821
2302,816
2371,814
2336,815
2440,813
2405,813
2543,812
329,812
296,812
261,813
2577,812
364,812
463,810
600,808
566,809
497,810
532,809
838,803
940,802
906,803
974,802
871,802
1074,800
1109,799
1142,799
1449,798
1177,798
1517,796
1484,797
1211,797
1586,795
1552,796
1686,794
1755,793
1720,793
1789,792
1824,792
2097,786
2062,787
2166,784
2132,785
2200,784
2301,782
2370,780
2335,781
228,780
261,779
2440,779
2404,780
364,778
329,778
296,779
463,777
601,775
497,776
1301,770
566,775
699,774
733,772
531,775
838,770
872,769
974,767
940,767
906,768
1109,764
1449,764
1142,764
1483,763
1347,764
1176,763
1551,762
1517,763
1685,760
1585,761
1788,758
1754,759
1822,758
1720,760
1924,756
1957,755
2060,755
2096,752
2130,751
2199,750
2164,751
2300,748
2369,746
2334,747
228,746
2438,745
2403,746
329,745
296,745
261,745
2541,744
364,744
125,745
90,746
2575,743
498,743
463,744
565,741
532,742
600,741
699,741
733,740
838,737
872,736
940,735
974,734
906,735
1074,733
1448,731
1172,731
1142,731
1108,732
1516,729
1483,730
1584,728
1550,729
1346,730
1685,727
1787,725
1754,726
1719,727
1821,725
1300,717
1957,722
1923,723
2095,718
2198,716
2164,717
2130,717
2333,714
2300,714
2402,713
2368,713
2059,719
228,712
2437,711
296,712
261,712
329,711
91,712
2540,711
463,709
364,711
2574,710
600,707
565,708
532,708
497,708
699,707
733,705
872,702
838,703
939,701
905,701
1073,698
1176,697
973,700
1141,697
1107,698
1550,694
1449,698
1584,695
1515,695
1482,695
1718,693
1684,693
1346,696
2296,677
1787,691
1753,692
1821,691
1300,685
1922,689
1956,688
2059,686
2197,683
2128,684
2163,683
2094,685
2367,679
2332,680
262,679
228,679
2436,678
2401,678
296,678
91,679
2539,677
364,677
329,678
124,678
498,676
463,676
2573,676
566,675
531,675
699,674
600,674
733,672
837,670
871,669
939,668
905,669
974,667
1107,665
1073,666
1175,663
1141,664
1514,663
1481,663
1447,664
1549,662
1583,662
1684,660
1718,659
1820,656
1787,657
1752,658
1922,656
1300,651
1955,655
2058,653
2127,650
2093,651
2162,650
2195,649
262,645
228,645
2331,646
296,645
91,645
2435,643
2366,645
364,643
329,644
125,644
2572,642
2538,643
2400,644
463,642
600,640
565,641
532,641
498,642
699,640
733,639
837,636
905,635
871,635
1073,632
972,633
939,634
1140,630
1106,631
1514,629
1481,629
1446,630
1174,630
1582,627
1549,628
1717,625
1683,626
1820,623
1752,624
1786,624
1921,622
1954,622
1298,618
2092,617
2058,618
2195,616
2161,616
2127,617
2330,613
2295,614
262,612
228,612
2399,611
2365,612
330,611
296,611
2434,611
364,611
2571,609
2537,610
600,607
565,607
532,608
497,608
464,609
837,604
871,603
905,602
939,602
1072,599
1106,599
972,601
1139,598
1480,597
1446,597
1548,595
1174,598
1582,594
1514,596
1682,592
1819,590
1751,591
1716,591
1785,590
2057,585
2091,584
2194,581
2125,584
2160,582
92,579
2295,579
262,578
2398,577
2329,579
364,577
296,577
228,578
2434,577
2364,578
330,577
498,574
464,575
533,574
125,578
699,573
733,572
601,573
566,574
837,570
905,568
870,569
938,568
972,567
1072,565
1140,564
1107,565
1446,563
1309,564
1174,563
1480,563
1581,561
1548,561
1513,562
1344,562
1715,558
1682,559
1818,557
1784,557
1750,557
1919,555
2055,552
1953,553
2090,551
2125,550
2193,548
2328,546
2294,547
228,545
2397,544
2363,545
296,544
262,544
91,546
364,544
330,544
125,545
2535,542
2432,543
464,543
2569,541
532,542
498,542
699,540
565,541
600,541
733,539
837,537
870,536
1072,533
938,535
904,535
1174,530
1139,531
1106,532
971,534
1479,529
1445,529
1206,530
1547,528
1513,528
1580,527
1715,525
1681,525
1818,523
1784,524
1750,524
1918,522
607,516
1952,520
2053,519
2089,516
2192,515
2157,515
2123,516
2292,513
297,511
2362,511
2327,511
330,510
261,512
229,511
92,512
2431,509
125,511
2534,508
2395,510
498,508
465,509
699,507
566,507
364,510
2569,508
532,507
733,506
836,503
870,503
937,501
904,502
1071,499
1106,498
1139,497
1512,495
1479,496
1445,496
1206,498
1173,497
1546,495
1343,496
1580,494
1748,491
1714,491
1681,492
1816,490
1917,489
1783,490
1951,488
2054,484
2088,484
2156,483
2123,483
2191,482
92,480
296,478
262,479
229,479
125,479
2326,479
330,478
2360,478
364,478
2533,475
2395,477
498,476
464,476
2568,475
2429,476
733,473
699,474
601,475
566,475
532,475
836,471
937,469
870,470
1071,466
1105,465
1307,464
1173,463
1444,464
1206,463
1478,463
1342,462
1138,464
1579,462
1546,462
1512,463
1680,459
1748,458
1713,458
1783,457
1817,456
1917,454
1950,454
2087,450
2053,451
2121,449
2155,448
2190,448
229,445
92,446
2290,446
296,445
262,445
126,445
2324,444
464,443
364,444
2393,443
2359,443
498,442
2532,441
2429,442
699,441
600,441
566,441
532,441
2567,441
733,439
836,438
937,436
903,436
869,437
1070,432
1105,432
1172,430
1138,431
1444,431
1307,431
1477,430
1341,429
1578,428
1545,429
1205,430
1679,426
1511,429
1713,425
1815,424
1781,424
1747,425
1915,422
1949,421
2086,417
2154,416
2188,414
2121,417
297,412
263,412
229,413
365,411
331,412
2323,412
2289,413
464,410
2428,409
2393,410
2357,411
532,409
498,409
2531,409
600,408
566,408
2566,408
870,403
836,404
904,403
937,402
970,401
1103,400
1443,398
1171,398
1137,399
1578,395
1477,397
1545,396
1511,397
1204,397
1746,391
1712,392
1679,392
1814,390
1780,391
2051,385
2085,384
2154,382
2120,383
2188,381
231,379
2289,379
332,378
298,378
264,379
365,378
2357,377
2323,378
498,376
465,376
2426,375
2391,376
599,374
565,374
531,375
836,371
903,370
870,370
936,369
970,368
1069,367
1442,365
1103,366
1544,363
1510,364
1476,364
1136,366
1203,364
1170,365
1678,360
1577,362
1745,358
1711,359
1813,357
1778,357
2051,352
2118,350
2084,350
2152,349
2187,348
2321,345
2287,346
2390,344
2355,345
2425,343
353,278
420,276
387,278
453,276
487,275
553,274
687,271
621,272
587,273
755,270
789,269
654,271
856,268
822,268
889,267
990,265
1057,264
1023,265
956,266
1091,263
1157,262
1293,259
1226,260
1360,259
1258,260
1191,261
1562,256
1495,257
1460,257
1428,257
1394,258
1697,255
1596,255
1629,255
1798,253
1764,253
1866,252
1967,251
1899,252
1831,252
2102,250
2035,250
2001,250
2304,249
2170,249
2068,250
2237,248
2203,249
2270,248
353,245
385,244
486,242
419,243
553,241
452,243
586,239
653,238
620,239
686,237
754,236
788,235
855,234
821,235
889,233
989,232
1056,231
955,233
1089,230
1191,228
1021,231
1225,228
1157,229
1359,226
1258,228
1426,224
1392,225
1494,223
1459,224
1661,222
1594,222
1561,223
1290,227
1629,222
1763,221
1695,221
1797,220
1897,219
1864,220
1830,219
2066,217
1965,218
2303,215
2202,216
2100,217
2033,217
2000,217
2269,215
2236,216
2168,216
383,147
350,148
449,145
416,146
